"_time","ac_power","total-cpu-utilization","total-disk-accesses","total-disk-blocks","total-disk-utilization","total-instructions_retired","total-last_level_cache_references","total-memory_bus_transactions","total-unhalted_core_cycles"
"13:24:56 2008-Apr-15","222.0","-0.00","41.51","2037.74","25.28",6319174,239876,42023,11607971
"13:24:57 2008-Apr-15","222.0","0.00","49.44","2426.97","26.07",6330979,244796,42878,11688921
"13:24:58 2008-Apr-15","222.0","-0.00","44.9","2236.73","24.08",6516091,251453,43644,12199606
"13:24:59 2008-Apr-15","221.0","-0.00","40.37","1981.65","24.59",6811413,266022,44975,12962680
"13:25:00 2008-Apr-15","222.0","9.09",20,1280,"12.8",5016833,118455,15419,7522689
"13:25:01 2008-Apr-15","222.0","2.45","9.78","208.7","7.83",14119571,433587,108336,26240186
"13:25:02 2008-Apr-15","222.0","0.00",0,0,0,4099353,86663,7691,5395520
"13:25:03 2008-Apr-15","222.0","0.00",0,0,0,4031699,86315,7691,5168884
"13:25:04 2008-Apr-15","221.0","4.10","2.7","21.62","6.49",3907140,80211,4832,4758015
"13:25:05 2008-Apr-15",222,"0.83","60.67","3429.21","49.66",11685584,534184,121856,24955825
"13:25:06 2008-Apr-15","223.0","1.99","116.04","6807.55","94.34",11613762,553063,123274,24927073
"13:25:07 2008-Apr-15","222.0","0.96","129.47","7595.79","104.84",11454435,545747,121671,24745186
"13:25:08 2008-Apr-15","221.0","-0.00","120.59","7105.88","97.25",11610110,554692,123530,24983762
"13:25:09 2008-Apr-15","222.0","1.02","121.36","7091.26","97.09",11671362,557184,123931,25247164
"13:25:10 2008-Apr-15","222.0","-0.00","130.53","7663.16","105.26",11564114,549985,122391,24809376
"13:25:11 2008-Apr-15","222.0","-0.00","123.76","7271.29","98.61",11680908,554433,123341,25106726
"13:25:12 2008-Apr-15","221.0","2.94","119.23",7000,"96.15",11994201,555174,125395,25602190
"13:25:13 2008-Apr-15","222.0","0.99","122.77","7263.37","99.01",12026880,558498,127332,26064632
"13:25:14 2008-Apr-15","222.0","-0.00",126,7096,100,11428599,533698,121311,24613338
"13:25:15 2008-Apr-15","222.0","0.95","122.77","7207.92","98.61",11768194,562087,123068,25083371
"13:25:16 2008-Apr-15","222.0","0.98","122.77","7207.92","99.01",11555505,547353,121449,24617605
"13:25:17 2008-Apr-15","222.0","0.98",124,7280,100,11714088,552120,121663,25046229
"13:25:18 2008-Apr-15","223.0","0.99","122.77","7239.6","99.01",11697536,556991,123130,25255117
"13:25:19 2008-Apr-15","222.0","-0.00",127,6152,"99.6",10708006,498777,107389,22991562
"13:25:20 2008-Apr-15","222.0","5.20",123,7216,"99.6",11919707,551832,123738,25426533
"13:25:21 2008-Apr-15","222.0","0.99","121.78","7144.55","99.01",12081376,562496,124849,25885688
"13:25:22 2008-Apr-15","222.0","3.22",123,7248,"99.6",12040393,554063,122053,25723106
"13:25:23 2008-Apr-15","222.0","-0.00","121.78","7176.24","98.61",12008122,566802,127366,26235443
"13:25:24 2008-Apr-15","221.0","5.26","124.24","7288.89","100.61",12208220,557432,129197,26489759
"13:25:25 2008-Apr-15","222.0","1.95",123,7216,"99.2",11612458,560057,122759,25101696
"13:25:26 2008-Apr-15","222.0","1.96","121.78","7144.55","98.61",11664782,562503,121483,25229991
"13:25:27 2008-Apr-15","222.0","0.00",123,7216,"99.2",12387656,603362,122635,27066646
"13:25:28 2008-Apr-15","221.0","2.95",124,7312,100,12149115,580899,123142,26477291
"13:25:29 2008-Apr-15","222.0","0.00",122,7152,100,12415369,600075,127620,27722356
"13:25:30 2008-Apr-15","223.0","0.96",123,7216,100,13366717,631511,131020,30109185
"13:25:31 2008-Apr-15","222.0","0.00","124.24","7321.21","101.01",12385707,601873,126563,27318926
"13:25:32 2008-Apr-15","222.0","0.98","124.24","7288.89","100.2",12363667,597161,121627,26766451
"13:25:33 2008-Apr-15","223.0","0.00","133.7","7878.26","108.7",11962912,582894,121725,25888967
"13:25:34 2008-Apr-15","223.0","0.95","114.02","6684.11","93.46",11634684,560118,121092,25133020
"13:25:35 2008-Apr-15","222.0","0.00","123.23","7224.24","100.61",11556559,550553,121160,24875266
"13:25:36 2008-Apr-15","222.0","2.71","118.45","6943.69","96.31",11664908,549328,120718,25112141
"13:25:37 2008-Apr-15","222.0","-0.00","125.77","7373.2","102.27",11635633,560937,120897,25150573
"13:25:38 2008-Apr-15","223.0","1.14","143.18","8318.18","113.18",11855453,566738,122844,25566018
"13:25:39 2008-Apr-15","222.0","0.97","107.02","6273.68","87.37",12223338,592685,122345,26766453
"13:25:40 2008-Apr-15","223.0","0.98","119.61","7011.76","98.04",12223004,571122,120821,26014545
"13:25:41 2008-Apr-15","222.0","-0.00",122,7184,"99.2",11688935,559665,121029,25130308
"13:25:42 2008-Apr-15","222.0","8.63","128.12","7516.67","104.58",15887878,594831,156669,29225795
"13:25:43 2008-Apr-15","223.0","1.01","118.27","6969.23","96.15",11849940,559918,123317,25345884
"13:25:44 2008-Apr-15","222.0","0.95","126.53","7428.57","101.22",11877621,559943,121780,25515803
"13:25:45 2008-Apr-15","223.0","0.91","119.42","7005.83","96.7",11687650,561601,121695,25037493
"13:25:46 2008-Apr-15","222.0","0.00","128.12","7516.67","104.17",11725220,554854,121816,25028245
"13:25:47 2008-Apr-15","223.0","1.01","118.27","6938.46","96.15",11751305,549858,122644,25217266
"13:25:48 2008-Apr-15","222.0","2.09","120.59","7105.88","96.86",11740950,548184,123041,25305874
"13:25:49 2008-Apr-15","222.0","0.99","125.51","7363.27","101.63",11701931,553707,122077,25231286
"13:25:50 2008-Apr-15","222.0","-0.00",123,7248,100,11540487,547695,121632,24784122
"13:25:51 2008-Apr-15","222.0","2.96","120.79","7081.19","99.01",11992870,563484,124922,25910160
"13:25:52 2008-Apr-15","222.0","0.00","128.12","7516.67","102.92",11551391,546616,119796,24707486
"13:25:53 2008-Apr-15","222.0","-0.00",123,7248,100,11941737,551637,125233,25981832
"13:25:54 2008-Apr-15","223.0","0.97","116.5","6493.2","97.09",11049748,522278,115308,23654263
"13:25:55 2008-Apr-15","222.0","0.99","119.61","7011.76","97.65",11474657,546385,120355,24680977
"13:25:56 2008-Apr-15","223.0","0.00","119.61","7011.76","98.04",11669964,540009,120541,24854841
"13:25:57 2008-Apr-15","222.0","2.14","127.08",7450,"103.33",11818473,565630,120588,25362244
"13:25:58 2008-Apr-15","223.0","2.52","119.61","7043.14","98.04",11516257,544388,120755,24747744
"13:25:59 2008-Apr-15","222.0","-0.00",122,7184,"99.6",11981293,574791,123169,25823285
"13:26:00 2008-Apr-15","222.0","0.00","111.54","7138.46","87.69",5675389,191495,31044,9464967
"13:26:01 2008-Apr-15","222.0","0.00",0,0,0,4017884,86631,5416,5002762
"13:26:02 2008-Apr-15","222.0","0.00",0,0,0,4477201,90766,8240,5981847
"13:26:03 2008-Apr-15","221.0","0.00",0,0,0,4167920,92392,8824,5626168
"13:26:04 2008-Apr-15","222.0","0.00","27.03","216.22","12.97",4189586,102080,9861,5876404
"13:26:05 2008-Apr-15","222.0","1.50","59.02","3335.52","50.27",11890486,549814,119261,25291846
"13:26:06 2008-Apr-15",222,"1.41","176.06","10197.18","139.72",11613403,551980,119258,25009146
"13:26:07 2008-Apr-15","222.0","0.98","96.06","5631.5","78.43",12019064,562720,122906,25802512
"13:26:08 2008-Apr-15","221.0","3.57","128.42","7562.11","104.84",11845233,554787,120063,25318178
"13:26:09 2008-Apr-15","222.0","1.01","124.74","7274.23","103.09",11515275,545158,119792,24833958
"13:26:10 2008-Apr-15","222.0","-0.00","111.93","6561.47","91.38",11455555,542868,120146,24480322
"13:26:11 2008-Apr-15","222.0","1.00","123.23","7224.24","101.01",11456102,548016,119908,24662692
"13:26:12 2008-Apr-15","223.0","1.02","118.27","6938.46","95.38",11525827,542643,120427,24772210
"13:26:13 2008-Apr-15","223.0","0.98","128.12","7483.33","104.17",11677188,552230,121611,25173946
"13:26:14 2008-Apr-15","222.0","1.03","120.79","7081.19","99.01",11441287,543333,120546,24749005
"13:26:15 2008-Apr-15","222.0","0.00","118.45","6943.69","96.7",11444584,544279,119471,24723281
"13:26:16 2008-Apr-15","223.0","1.00","124.74","7307.22","102.27",11505578,538976,120129,24704226
"13:26:17 2008-Apr-15","222.0","0.97","116.35","6815.38","95.77",11613462,551273,120617,25024371
"13:26:18 2008-Apr-15","223.0","2.44","119.8","7073.27","98.61",11649954,549401,119852,25111247
"13:26:19 2008-Apr-15","222.0","3.04",125,"7316.67","103.33",11981541,571340,121018,26040939
"13:26:20 2008-Apr-15","223.0","0.99","135.96","7964.04","111.46",12165859,543847,120437,26015650
"13:26:21 2008-Apr-15","222.0","0.00",110,"6443.64","90.91",11327420,537609,118107,24292950
"13:26:22 2008-Apr-15","222.0","-0.00","116.19","6811.43","94.86",12004256,559268,123101,25709559
"13:26:23 2008-Apr-15","222.0","-0.00","125.77","7406.19","102.68",11635143,557088,121851,25139486
"13:26:24 2008-Apr-15","222.0","-0.00","115.38","6753.85","95.77",11266497,528225,115739,23976042
"13:26:25 2008-Apr-15","222.0","0.98","130.85","7676.6","105.96",11675865,549295,122292,25137177
"13:26:26 2008-Apr-15","222.0","-0.00","117.14","6872.38","95.24",11664433,548974,121107,25006219
"13:26:27 2008-Apr-15","223.0","0.65","121.78","7176.24","98.22",11777106,554400,121596,25200584
"13:26:28 2008-Apr-15","221.0","0.98",122,7184,100,11700723,551939,119663,24941011
"13:26:29 2008-Apr-15","224.0","0.00","125.77","6853.61","103.09",11157490,523173,113327,23993516
"13:26:30 2008-Apr-15","222.0","1.00","124.24","7288.89","100.61",11733181,555312,119619,25125502
"13:26:31 2008-Apr-15","223.0","1.98","123.23","7224.24","99.8",11640321,549031,121292,25012837
"13:26:32 2008-Apr-15","223.0","1.03","117.31","6876.92","96.15",11469077,543053,118962,24516384
"13:26:33 2008-Apr-15","223.0","1.03","117.31","6907.69","95.77",11554460,552177,120787,24923049
"13:26:34 2008-Apr-15","222.0","0.00","126.32","7393.68","105.26",11334452,537074,118694,24356901
"13:26:35 2008-Apr-15","222.0","1.03","123.08",6900,"95.77",11747277,554783,123933,25667679
"13:26:36 2008-Apr-15","222.0","0.00","128.12","7516.67","104.17",11474469,540800,119381,24646209
"13:26:37 2008-Apr-15","222.0","0.99","120.59","7105.88","98.04",12248489,579215,125629,26595300
"13:26:38 2008-Apr-15","222.0","-0.00","119.42","7036.89","97.09",11832263,556277,122055,25436593
"13:26:39 2008-Apr-15","222.0","-0.00",121,7088,"99.6",11724722,561705,120742,25261147
"13:26:40 2008-Apr-15","222.0","2.17","130.85","7676.6","105.96",11460211,544478,118745,24593847
"13:26:41 2008-Apr-15","221.0","0.94","117.14","6872.38","95.24",11730972,556450,122277,25254146
"13:26:42 2008-Apr-15","223.0","0.00","126.8","7439.18","102.68",15420444,589607,150858,27988418
"13:26:43 2008-Apr-15","222.0","1.01","124.24","7321.21","101.01",11741750,561075,124228,25320738
"13:26:44 2008-Apr-15","223.0","0.00","113.08","6624.3","93.46",11452759,539256,118755,24430424
"13:26:45 2008-Apr-15","221.0","2.93",123,7216,100,11605159,549646,120774,24921731
"13:26:46 2008-Apr-15","222.0","-0.00","132.26","7793.55","107.53",11492865,546228,121402,24616542
"13:26:47 2008-Apr-15","222.0","-0.00","119.42","7005.83","97.09",11708272,551167,123348,25215189
"13:26:48 2008-Apr-15","222.0","13.53","118.1","6902.86","94.86",11760457,536915,123198,25263629
"13:26:49 2008-Apr-15","222.0","-0.00","124.24","7288.89","101.01",11553175,548510,121270,24840689
"13:26:50 2008-Apr-15","222.0","-0.00","125.77","7373.2","102.68",11482594,544132,119740,24534206
"13:26:51 2008-Apr-15","223.0","1.99","118.27","6938.46","96.15",11714985,553306,120900,25111434
"13:26:52 2008-Apr-15","222.0","1.06","120.79","7081.19","98.61",11684690,536942,119148,24754048
"13:26:53 2008-Apr-15","222.0","-0.00","127.08","7483.33","104.17",11506536,546429,119217,24682968
"13:26:54 2008-Apr-15","222.0","8.14","131.52","7704.35","108.26",11613896,535430,119463,24656414
"13:26:55 2008-Apr-15","223.0","0.00",110,"6472.73","90.55",11362270,540167,119444,24386076
"13:26:56 2008-Apr-15","222.0","-0.00","126.04","7383.33","103.75",11372439,534440,117669,24207496
"13:26:57 2008-Apr-15","222.0","-0.00","118.63","6949.02","98.04",11501409,545846,119029,24636470
"13:26:58 2008-Apr-15","222.0","1.30","157.14","9246.75","129.35",11628737,550046,119592,24851240
"13:26:59 2008-Apr-15","223.0","0.00","94.53","5537.5","77.5",11862565,567083,120300,25537792
"13:27:00 2008-Apr-15","221.0","0.00",122,7152,"99.2",11797834,555834,120275,25504173
"13:27:01 2008-Apr-15","221.0","-0.00","120.79","7081.19","98.61",11735937,556800,121700,25446086
"13:27:02 2008-Apr-15","222.0","1.92","128.42","7528.42","105.26",11668169,553340,119577,25113062
"13:27:03 2008-Apr-15","223.0","0.96","115.09","6777.36","94.34",11980301,570876,121401,25955571
"13:27:04 2008-Apr-15","222.0","0.98",112,6240,"86.8",10714423,499475,102611,22924892
"13:27:05 2008-Apr-15","222.0","0.00",0,0,0,4959921,121703,11926,7221924
"13:27:06 2008-Apr-15","221.0","0.00",0,0,0,4198596,94548,7307,5887404
"13:27:07 2008-Apr-15","222.0","0.99",0,0,0,4375646,106231,11394,6536964
"13:27:08 2008-Apr-15","221.0","0.00",14,256,"8.4",4530769,121496,12517,7015491
"13:27:09 2008-Apr-15","222.0","0.99","0.99","7.92","2.38",4408906,112927,10094,6569891
"13:27:10 2008-Apr-15","221.0","0.00",0,0,0,4307385,95480,7846,6035825
"13:27:11 2008-Apr-15","221.0","0.59",13,176,"7.6",4523453,123829,13279,7091466
"13:27:12 2008-Apr-15","221.0","0.98",0,0,0,4201816,94307,7348,5916818
"13:27:13 2008-Apr-15","222.0","0.00",0,0,0,4166457,97050,7556,5785574
"13:27:14 2008-Apr-15","222.0","0.98",15,232,"9.6",4297968,104946,11436,6422118
"13:27:15 2008-Apr-15","222.0","0.00",0,0,0,4032296,81601,6106,5239867
"13:27:16 2008-Apr-15","222.0","0.00",0,0,0,3926631,75515,5047,5004855
"13:27:17 2008-Apr-15","221.0","0.98",13,208,"9.2",4414753,108531,12192,6587024
"13:27:18 2008-Apr-15","222.0","0.99",0,0,0,3989050,81233,5531,5148694
"13:27:19 2008-Apr-15","222.0","0.00","1.27","10.13","2.53",4223126,97295,7699,5885079
"13:27:20 2008-Apr-15","222.0","0.00",0,0,0,4021439,83388,5573,5274705
"13:27:21 2008-Apr-15","220.0","0.98","7.98","127.61","4.42",4484169,114166,11561,6677208
"13:27:22 2008-Apr-15","222.0","0.00",0,0,0,4116323,90824,6782,5596300
"13:27:23 2008-Apr-15","222.0","0.00",0,0,0,4082426,87777,6463,5387903
"13:27:24 2008-Apr-15","222.0","0.00","14.85","261.39","9.5",4388703,107838,11604,6538109
"13:27:25 2008-Apr-15","221.0","0.00",0,0,0,4043058,86624,5800,5303386
"13:27:26 2008-Apr-15","222.0","0.00",0,0,0,3983273,78041,5154,5071784
"13:27:27 2008-Apr-15","222.0","1.30","7.98","107.98","5.4",4376491,108924,11386,6417638
"13:27:28 2008-Apr-15","221.0","0.00",0,0,0,3933389,74716,4518,4916976
"13:27:29 2008-Apr-15","222.0","0.00","6.13","49.08","2.94",4272012,102914,8932,6048879
"13:27:30 2008-Apr-15","221.0","0.00","13.98","223.66","9.46",4288914,103223,10082,6104516
"13:27:31 2008-Apr-15","222.0","0.00",0,0,0,4069356,87708,6072,5313547
"13:27:32 2008-Apr-15","221.0","0.00",0,0,0,4234374,90319,6924,5699981
"13:27:33 2008-Apr-15","222.0","0.00","12.92","166.29","5.84",4483217,115059,12429,6675710
"13:27:34 2008-Apr-15","222.0","0.00","45.45","363.64","25.45",4110706,93214,8265,5706069
"13:27:35 2008-Apr-15","222.0","0.59",0,0,0,4015494,82002,5694,5173641
"13:27:36 2008-Apr-15","221.0","0.00",0,0,0,3952105,77252,5221,4936994
"13:27:37 2008-Apr-15","223.0","0.00","7.98","107.98","4.66",4775891,123447,13216,7539307
"13:27:38 2008-Apr-15","221.0","0.00",0,0,0,4498422,98497,8840,6401954
"13:27:39 2008-Apr-15","223.0","0.00","11.04","93.25","6.87",4796855,125931,13937,7628915
"13:27:40 2008-Apr-15","221.0","0.00","26.53","424.49","18.78",4715111,115213,12920,7226351
"13:27:41 2008-Apr-15","221.0","0.00",0,0,0,4121609,92128,6300,5491554
"13:27:42 2008-Apr-15","222.0","0.00",0,0,0,7573531,116295,33571,7644518
"13:27:43 2008-Apr-15","222.0","0.00","16.3","286.96",10,4490386,117948,14212,6921716
"13:27:44 2008-Apr-15","222.0","0.00","2.7","21.62","4.32",3983160,82755,5597,5215069
"13:27:45 2008-Apr-15","220.0","0.00",0,0,0,4029266,83288,5594,5175635
"13:27:46 2008-Apr-15","221.0","1.02","36.84","547.37","21.05",4328388,101491,10217,6191569
"13:27:47 2008-Apr-15","222.0","0.00",0,0,0,4045185,84281,6454,5324745
"13:27:48 2008-Apr-15","222.0","0.00",0,0,0,3896391,75118,4362,4837708
"13:27:49 2008-Apr-15","222.0","-0.00","8.59","127.61","5.89",4381769,109306,11026,6388763
"13:27:50 2008-Apr-15","222.0","0.00",0,0,0,3931940,76436,5107,4993648
"13:27:51 2008-Apr-15","221.0","0.00",0,0,0,4043787,87203,6105,5300798
"13:27:52 2008-Apr-15","222.0","0.00",0,0,0,4035469,82077,5850,5161504
"13:27:53 2008-Apr-15","221.0","0.00","9.26","143.21","5.43",4282630,103966,9700,6151078
"13:27:54 2008-Apr-15","222.0","2.63","2.63","21.05","5.26",3853837,77652,4861,4857740
"13:27:55 2008-Apr-15","222.0","0.58",0,0,0,4031307,81944,5971,5251707
"13:27:56 2008-Apr-15","222.0","-0.00","23.64",320,"12.36",4229354,98031,10059,6016484
"13:27:57 2008-Apr-15","221.0","0.00",0,0,0,4079328,86281,6163,5365597
"13:27:58 2008-Apr-15","221.0","0.00",0,0,0,3986971,79928,5402,5104192
"13:27:59 2008-Apr-15","223.0","0.00","8.59","127.61","5.4",4482267,118134,12283,6860398
"13:28:00 2008-Apr-15","222.0","0.00",0,0,0,4382427,98406,7909,5814570
"13:28:01 2008-Apr-15","222.0","0.00",0,0,0,4005944,88459,5751,5037854
"13:28:02 2008-Apr-15","221.0","0.00",0,0,0,4095849,82804,5627,5141534
"13:28:03 2008-Apr-15","223.0","0.00",0,0,0,3966065,84031,5110,4867205
"13:28:04 2008-Apr-15","221.0","0.00","15.79","126.32","6.32",4249216,97266,9074,5863123
"13:28:05 2008-Apr-15","223.0","-0.00","46.45","1455.74","52.46",9490614,400035,81278,20732886
"13:28:06 2008-Apr-15","225.0","0.00","90.32","3595.7","107.53",9358920,410979,86513,21507838
"13:28:07 2008-Apr-15","225.0","0.95","74.76","3005.83","93.2",9149528,398551,81965,20858609
"13:28:08 2008-Apr-15","223.0","0.97","66.67","2780.95","76.57",8494781,369481,72657,18630415
"13:28:09 2008-Apr-15","224.0","-0.00","78.57","3134.69","97.14",9369329,414724,83426,21350381
"13:28:10 2008-Apr-15",224,"-0.00","75.49","3098.04","89.8",9222107,404726,81692,21043947
"13:28:11 2008-Apr-15","224.0","0.96","72.38","2697.14","94.86",9161646,402426,81466,21027188
"13:28:12 2008-Apr-15","225.0","0.00",90,"3457.78","110.67",9426483,412395,84532,21915342
"13:28:13 2008-Apr-15","224.0","0.98","71.56","2928.44","91.38",9467295,419212,84675,21597559
"13:28:14 2008-Apr-15","224.0","0.00",200,"3168.63","97.65",9643540,384233,88955,22391064
"13:28:15 2008-Apr-15","224.0","0.95","87.5","3841.67","104.17",9628996,425799,87995,21481018
"13:28:16 2008-Apr-15","224.0","0.00","83.51","3265.98","103.09",9296175,407959,82923,21085361
"13:28:17 2008-Apr-15","224.0","0.00","73.15","2888.89","92.59",9252718,407557,81482,20623248
"13:28:18 2008-Apr-15","224.0","0.00","84.38","3191.67","103.75",9456197,422279,85560,21884840
"13:28:19 2008-Apr-15","225.0","0.99","77.67","3021.36","97.09",9523435,426047,82506,21741567
"13:28:20 2008-Apr-15","224.0","1.06",83,3488,100,9978596,445260,87409,22633133
"13:28:21 2008-Apr-15","225.0","1.97","78.79","3240.4","96.97",9165065,415738,82571,20961453
"13:28:22 2008-Apr-15","223.0","-0.00","69.52","2849.52","78.86",9047899,394549,75553,20164075
"13:28:23 2008-Apr-15","224.0","0.96","74.75","2884.85","98.59",8967874,399208,79207,20898086
"13:28:24 2008-Apr-15","224.0","-0.00","82.11","3343.16","94.32",9287685,406694,81033,20876976
"13:28:25 2008-Apr-15","224.0","-0.00","69.16","2728.97","91.21",9202602,410057,82391,21435881
"13:28:26 2008-Apr-15","224.0","1.02","82.61","3391.3","95.22",9189342,397815,79853,20597908
"13:28:27 2008-Apr-15","224.0","0.90","68.52","2770.37","85.93",8810464,387347,78220,20018020
"13:28:28 2008-Apr-15","225.0","0.99","78.12",3000,"94.58",9645729,431853,86506,23048927
"13:28:29 2008-Apr-15","224.0","0.00","71.57","2823.53","98.04",8895280,394396,79752,20626496
"13:28:30 2008-Apr-15","225.0","-0.00","87.13","3239.6","98.61",9619356,428047,88304,22706295
"13:28:31 2008-Apr-15","224.0","0.99","71.29","2724.75","97.82",9228595,408844,82733,21862886
"13:28:32 2008-Apr-15","225.0","-0.00","82.18","3318.81","98.61",10044941,454296,92074,23501054
"13:28:33 2008-Apr-15","224.0","0.95","82.42","3331.87","109.89",9079567,399029,78814,20617249
"13:28:34 2008-Apr-15","224.0","1.19",80,"3420.95","93.33",10054188,445371,94840,23407062
"13:28:35 2008-Apr-15","225.0","0.00","56.31","2462.14","58.64",7858132,323854,63458,16693863
"13:28:36 2008-Apr-15","223.0","1.83","81.05","3124.21","101.47",9685016,429291,86945,22763893
"13:28:37 2008-Apr-15","224.0","-0.00","72.07","2839.64","90.09",9512569,426322,87310,22434063
"13:28:38 2008-Apr-15","224.0","3.05","81.11","3315.56","97.33",9531736,419843,85331,22078585
"13:28:39 2008-Apr-15","225.0","-0.00",71,2960,"82.4",8971004,397874,77571,20325247
"13:28:40 2008-Apr-15","224.0","0.00","65.42","2534.58","82.24",9412702,417348,81345,21893858
"13:28:41 2008-Apr-15","224.0","0.96","80.85","3293.62","96.17",9399511,419936,82388,21905798
"13:28:42 2008-Apr-15","224.0","0.98","72.12","2930.77","91.92",12915555,457612,113658,23957006
"13:28:43 2008-Apr-15","224.0","0.00",73,2888,"88.8",9263123,421507,85648,22031054
"13:28:44 2008-Apr-15","225.0","-0.00","79.17",3225,"100.42",9557574,417718,85712,22118469
"13:28:45 2008-Apr-15","224.0","1.12","72.12","2869.23","96.15",9516105,423032,85766,22470543
"13:28:46 2008-Apr-15","224.0","0.00",77,3064,"88.8",9392780,409601,83425,21588739
"13:28:47 2008-Apr-15","224.0","1.84",72,2808,"92.8",9581413,425096,87403,23128183
"13:28:48 2008-Apr-15","225.0","1.90","80.81","3216.16","98.59",9557652,431788,85353,22498758
"13:28:49 2008-Apr-15","224.0","0.00","67.29","2609.35","69.91",8897697,383503,77915,20418414
"13:28:50 2008-Apr-15","223.0","0.00",75,"2891.67","104.17",9588348,427882,86804,22882609
"13:28:51 2008-Apr-15","225.0","1.07","76.47","2870.59","98.04",9896379,451188,90046,23837974
"13:28:52 2008-Apr-15","225.0","5.14","71.15","3061.54","85.77",9205801,402206,80966,21006823
